Date,Msci World,Sp500
1927-12-30,,
1928-01-03,,0.005662535805988744
1928-01-04,,-0.0022523037731887463
1928-01-05,,-0.009593684135519531
1928-01-06,,0.006267841318150724
1928-01-09,,-0.009060014088027035
1928-01-10,,-0.007428523472377213
1928-01-11,,-0.0011514367758980182
1928-01-12,,0.006916364798062347
1928-01-13,,0.006296543484548112
1928-01-16,,-0.016495961856499042
1928-01-17,,0.0005782718914852936
1928-01-18,,-0.002312081499577401
1928-01-19,,0.006952429333341836
1928-01-20,,0.005753762157564735
1928-01-23,,0.009153309588224356
1928-01-24,,0.003968236805342196
1928-01-25,,-0.010728325044102704
1928-01-26,,0.006278464619228208
1928-01-27,,0.003403367903983767
1928-01-30,,-0.011305865285555106
1928-01-31,,0.004574038007602477
1928-02-01,,-0.0022765514441354107
1928-02-02,,0.005704419292879681
1928-02-03,,-0.01304591906891095
1928-02-06,,0.0028736290520334773
1928-02-07,,-0.0005730789939605296
1928-02-08,,0.002866928642743183
1928-02-09,,0.0034305012422848336
1928-02-10,,-0.0005697049554332922
1928-02-14,,-0.005701275726912924
1928-02-15,,-0.0022936304072485036
1928-02-16,,-0.002873519434293592
1928-02-17,,-0.017867403984236807
1928-02-20,,-0.005281698811757662
1928-02-21,,0.009439518596479513
1928-02-23,,0.0011688223086876448
1928-02-24,,0.0029189227588346522
1928-02-27,,-0.004074487402839555
1928-02-28,,0.0029222229852112758
1928-02-29,,0.00582752810949505
1928-03-01,,0.0023174396088232463
1928-03-02,,0.0
1928-03-05,,0.015606963564788412
1928-03-06,,0.005691541446024351
1928-03-07,,-0.005093387221239198
1928-03-08,,0.00341293891938399
1928-03-09,,0.016439961766524958
1928-03-12,,0.003904054301884896
1928-03-13,,-0.004444440205891964
1928-03-14,,0.0005580484843337175
1928-03-15,,0.007808108603769792
1928-03-16,,0.01051469492343382
1928-03-19,,0.005476472081942019
1928-03-20,,0.005446539803746653
1928-03-21,,0.010292553818024519
1928-03-22,,-0.0026809242940074585
1928-03-23,,0.009677435563663073
1928-03-26,,0.014376919091756868
1928-03-27,,-0.005774210362640586
1928-03-28,,-0.0026399758711341814
1928-03-29,,0.003176356550011139
1928-03-30,,0.017414243293933485
1928-04-02,,-0.019190914214525123
1928-04-03,,0.005817060351093417
1928-04-04,,-0.0015773231295197476
1928-04-05,,0.012638218747278662
1928-04-09,,0.002080130862171181
1928-04-10,,-0.008822006863287601
1928-04-11,,0.017801054753786794
1928-04-12,,-0.0015432451554180382
1928-04-13,,0.016486331650686914
1928-04-16,,-0.0025341732499036818
1928-04-17,,-0.008130073421291018
1928-04-18,,0.0
1928-04-19,,0.00563517932496671
1928-04-20,,-0.014773256269838053
1928-04-23,,-0.009824226088860355
1928-04-24,,0.005221952138994457
1928-04-25,,0.004155840192522353
1928-04-26,,0.007242596492550657
1928-04-27,,0.010785875666531108
1928-04-30,,0.0035568950070499206
1928-05-01,,0.0015190221086334166
1928-05-02,,0.0025277672055039613
1928-05-03,,0.005042883603351811
1928-05-04,,0.015554413507052223
1928-05-07,,0.008399213350611223
1928-05-08,,-0.006859352802307317
1928-05-09,,-0.001480053575135365
1928-05-10,,-0.0014822473806703762
1928-05-11,,0.0074221441204394
1928-05-14,,0.003929269219441034
1928-05-15,,-0.002446239877825218
1928-05-16,,-0.016674848590750857
1928-05-17,,0.0034913518621717543
1928-05-18,,-0.009940395357710852
1928-05-21,,-0.014558278836176441
1928-05-22,,-0.01375438420571462
1928-05-23,,0.020144595937662713
1928-05-24,,0.006075991859918917
1928-05-25,,0.0015097522913860573
1928-05-28,,-0.016582911056881033
1928-05-29,,0.012774655283521508
1928-05-31,,0.009081751157785645
1928-06-01,,0.0034999847412109375
1928-06-04,,-0.013452937811120225
1928-06-05,,0.002525310421001903
1928-06-06,,-0.009571815133816552
1928-06-07,,-0.0025431962079658366
1928-06-08,,-0.012238641695476282
1928-06-11,,-0.0356221220527797
1928-06-12,,-0.018201292667735403
1928-06-13,,0.029989053025331502
1928-06-14,,0.008470082190674244
1928-06-15,,-0.016272938496464495
1928-06-18,,-0.01814301796907669
1928-06-19,,-0.0032608406079508434
1928-06-20,,0.012540869156092871
1928-06-21,,-0.0005385152959708206
1928-06-22,,-0.0010775081352635274
1928-06-25,,-0.003775706511115917
1928-06-26,,0.011369842968507848
1928-06-27,,0.009635990483678247
1928-06-28,,0.011134627660478236
1928-06-29,,0.0036706709986584762
1928-07-02,,-0.008359448929692426
1928-07-03,,0.016333054834968053
1928-07-05,,0.009849591378507716
1928-07-06,,-0.004620131144908557
1928-07-09,,0.003610092678063115
1928-07-10,,-0.0015415611874726176
1928-07-11,,-0.02470404192986375
1928-07-12,,-0.007387930942508003
1928-07-13,,0.007974461604949301
1928-07-16,,-0.013712992304210081
1928-07-17,,0.005347511766912616
1928-07-18,,0.012234120155258266
1928-07-19,,-0.0021019923323184475
1928-07-20,,0.002106420011030341
1928-07-23,,0.004729382519205627
1928-07-24,,-0.001569073500454432
1928-07-25,,0.00576221107764896
1928-07-26,,0.0020832815931923765
1928-07-27,,0.00935552532833106
1928-07-30,,0.0025746259971224372
1928-07-31,,-0.0020543918638598058
1928-08-01,,-0.0005146798108475181
